usahawanid,namasyarikat,nodaftarssm,tahunmulaoperasi,bilanganpekerja,alamat1_ssm,alamat2_ssm,alamat3_ssm
A00780,HIJAB STATION BEAUTY BY HIJAB STATION,002393125-H,2016,2,"NO.16 JALAN PP9, BANDAR UNIVERSITI 32610 SERI ISKANDAR, PERAK.","SERI ISKANDAR, 32610","PERAK TENGAH, PERAK"
A00781,JNS COLLECTION ,IP0251993-U,2007,2,"PT 2714, JALAN DAMAI 9, RPT DESA SERI ISKANDAR, PERAK","SERI ISKANDAR, 32610","PERAK TENGAH, PERAK"
A00782,ELOY BARBER SHOP ,202003169724 (KT0470080-V),2020,1,"331 , LORONG MACANG, KAMPUNG BUKIT PEKAN, 31910 KAMPAR, PERAK.","KAMPAR, 31910","KINTA, PERAK"
A00783,FENASAHA RESOURCES(DAFENA COLLECTION),IP0403368D,2016,1,"NO.17, MEDAN SELERA SERI ISKANDAR, BOTA","SERI ISKANDAR, 32610","PERAK TENGAH, PERAK"
A00784,LUTHFI COMPUTER ENTERPRISE,IP0512541-U,2018,2,"F 257 , KAMPUNG PENGKALAN NIBONG, 36800 KG GAJAH,PERAK","KAMPUNG GAJAH, 36800","PERAK TENGAH, PERAK"
A00785,FM FARM,IP0529835-T,2006,3,"LOT 87533, JALAN KLEDANG RAYA 22, TAMAN ALKAFF SILIBIN, 30100 IPOH PERAK.","IPOH, 30020","KINTA, PERAK"
A00786,Z ZEEMART ENTERPRISE,IP0362777-H,2013,1,"NO.37KM, KG.NASARUDIN, 32600 BOTA KANAN, PERAK","SERI ISKANDAR, 32600","PERÀK TENGAH, PERAK"
A00787,DINI AUTO,IP0493411-K,2009,3,"NO.1 LEBU SERI DESA 5, SRI DESA TANAH HITAM, 31200 CHEMOR, PERAK.","CHEMOR, 31200","KINTA, PERAK"
A00788,TIDAK DAFTAR,,2014,2,,,
A00789,RIEYNAZ AZAM ENTERPRISE,IP0531015-P,2018,1,"BLOK AA, TINGKAT 1-07/08. KEM PGA, 31150 ULU KINTA PERAK.","IPOH, 31150","ULU KINTA, PERAK"
A00790,SK AKTIF RESOURCES,IP0509614-P,2016,2,"KM32, KG. TELUK SAREH, 36800 KAMPUNG GAJAH, PERAK.","KG GAJAH, 36800","PERAK TENGAH, PERAK"
A00791,KRAM AND SON,IP0520075-D,2013,27,"NO. 274 BATU 3 1/4, KG SADANG TENGAH, 32800 PARIT, PERAK.","PARIT, 32800","PERAK TENGAH, PERAK"
A00792,KIMIKAZAHRA COLLECTION ,IP0520528-D,2016,1,"BATU 26, KG. SERAPUH, 32800 PARIT, PERAK.","PARIT, 32800","PARIT, PERAK"
A00793,MANDAH MAJU ENTERPRISE,IP0515693-X,2019,3,"13 HALUAN TASEK TIMUR9, ANJUNG BERCHAM MEGAH, 31400 IPOH, PERAK.","IPOH, 31400","KINTA, PERAK"
A00794,ANJANG ALANG ENTERPRISE,IP0464606-V,2016,1,"LOT 24251 JALAN TANJUNG RAMBUTAN, 31200 CHEMOR PERAK","IPOH, 31150","KINTA, PERAK"
A00795,TIDAK DAFTAR,,2013,1,,,
A00796,ZACKNANA ENTERPRISE,IP0444036-P,2014,2,"BATU  13 3/4 BOTA KIRI, 32600 BOTA, 32600 BOTA PERAK.","BOTA, 32600","PERAK TENGAH, PERAK"
A00797,NASI LEMAK KUKUS D ROSE,IP0398134-W,2013,4,"NO.125, PERSIARAN TAMAN MERU 30, TAMAN MERU 2C, 30020 IPOH, PERAK","IPOH , 30020","KINTA, PERAK"
A00798,PUSAT URUTAN TAPAK KAKI ORANG BUTA,IP0466567-A,2019,1,"NO 13, JLN MERU BISTARI A7, BANDAR MERU RAYA,","IPOH, 30020","IPOH, PERAK"
A00799,ZAHAR AGRO FARM RESOURCES,IP0521354-V,2019,1,"NO 70, KAMPUNG ULU CHEMOR, CHEPOR,PERAK","IPOH, 30020","IPOH, PERAK"
A00800,WANBO ENTERPRISE,IP0438073-A,2017,3,"NO.9 LALUAN DESA TRONOH INDAH 8, DESA TRONOH INDAH","BATU GAJAH, 31750","BATU GAJAH, PERAK"
A00801,ZULIDA ENTERPRISE,IP0243502-T,2003,3,"NO 80, KG JAWA JERAM, 31850 KAMPAR, PERAK","KAMPAR, 31850","KAMPAR, PERAK"
A00802,AGROKHU PLT,LLP0007094-LGN,2016,1,"NO. 14 HALA KLEBANG RIA 5A, TAMAN KLEBANG RIA, 31200 CHEMOR, PERAK.","KLEBANG, 31200","CHEMOR, PERAK"
A00803,IPAH JAYA ENTERPRISE,IP0255066-T,2008,4,"BENGKEL USAHAWAN (MOA) JALAN ULU DEDAP SEBERANG PERAK, 32800 KG GAJAH, PERAK.","TELUK INTAN, 36000","KAMPUNG GAJAH, PERAK"
A00804,SULAMAN INDAH ENTERPRISE,IP0520098-X,2020,1,"NO. 51 KAMPUNG TANJUNG GELUGOR, BOTA KANAN, PERAK","BOTA, 32600","PERAK TENGAH, PERAK"
A00805,MAISELMAH BINTI ISMAIL,IP0250310-W,2006,1,"204, KG KURNIA BUKIT PEKAN 31910 KAMPAR, PERAK","KAMPAR, 31910","KAMPAR, PERAK"
A00806,CEMBARA EDAR ENTERPRISE,IP01414408-X,2010,1,NO 25 KG CHOPPIN KANAN 32800 PARIT PERAK,"PARIT, 32800","PERAK TENGAH, PERAK"
A00807,TIDAK DAFTAR,,2015,2,,,
A00808,LASYKAR LIMA ENTERPRISE,IP0316587-P,2013,4,"NO.12, BATU 1/4, JALAN BOTA KIRI, TG. BLANJA, 32800 PARIT, PERAK","PARIT, 32800","PERAK TENGAH, PERAK"
A00809,SAMBAL PECAL ENTERPRISE,IP0490111-A,2016,2,"NO.52, KG SERAPOH, PARIT, PERAK","PARIT, 32800","PERAK TENGAH, PERAK"
A00810,NIE KARAOKE,IP0461673-V,2017,2,"LOT 40229, KG. MELAYU, 31750 TRONOH, PERAK","TRONOH, 31750","BATU GAJAH, PERAK"
A00811,TIDAK DAFTAR,,2018,1,,,
A00812,ALILOB WEDDING PLANNER,IP0521415-W,1996,1,"NO 136, JALAN  PUTRA A/8 TAMAN KLEBANG PUTRA,31400 CHEMOR,PERAK.","CHEMOR, 31200","KINTA, PERAK"
A00813,COT WORKSHOP,IP0367027-X,1996,3,"KG. TELUK SENA, 32600 BOTA, PERAK.","BOTA, 32600","PERAK TENGAH, PERAK"
A00814,TINDAKAN MATANG SDN.BHD,798512-V,2002,2,"BATU 5, KG KOTA PAGAR, LAYANG-LAYANG KANAN, 32800 PARIT, PERAK","PARIT, 32800","PERAK TENGAH, PERAK"
A00815,MAN KAMPOO ENTERPRISE,IP0504131-W,2018,1,"NO. 79, JALAN SEJAHTERA, TAMAN SEJAHTERA UTAMA, 31950 KAMPAR, PERAK","KAMPAR, 31950","KAMPAR, PERAK"
A00816,WAHASYITINIEK ENTERPRISE,KT0257264-M,2009,3,"80 TINGKAT SERI RAPAT 8, TAMAN MAJU RAPAT, 31350","IPOH, 31350","KINTA, PERAK"
A00817,SYARIKAT SINARAN SELAMA,000380026-W,2017,1,"KG CHOPIN KANAN, 32800 PARIT, PERAK","PARIT, 32800","PERAK TENGAH, PERAK"
A00818,TIDAK DAFTAR,,2016,2,,,
A00819,WAN FF ENTERPRISE,IP0529406-V,2015,1,"41 JALAN BERJASA, KG CHANGKAT BANJAR, PARIT , PERAK.","PARIT, 32800","PERAK TENGAH, PERAK"
A00820,TIDAK DAFTAR,,2001,1,,,
A00821,TIDAK DAFTAR,,2016,1,,,
A00822,PHZ ENTERPRISE,IP0214254-P,2004,1,"NO 1/B KG. CHANGKAT CERMIN, 32400 AYER TAWAR, PERAK.","BOTA, 32400","PERAK TENGAH, PERAK"
A00823,MOHD YUSOFF BIN TOI,000429177-U,1978,2,"NO.13, KG. PADANG CHANGKAT, BOTA KANAN","BOTA, 32600","PERAK TENGAH, PERAK"
A00824,CAFFRINT CAFÉ,201903309518 (IP1531662-P),2019,4,"MO.181, PERSIARAN SIBC 6, LEBUH SIBC, BANDAR SERI ISKANDAR","BOTA, 32600","PERAK TENGAH, PERAK"
A00825,SAUDAGAR PISAU ENTERPRISE,IP0339916-A,2011,1,"NO.6 BAZAR 2 TINGKAT PARIT, JALAN KELAB, 32900 PARIT PERAK","PARIT, 32800","PERAK TENGAH, PERAK"
A00826,KASYFI RESOURCES,IP0419845-D,2018,3,"F36, JALAN TALI AIR, KG PADANG CHANGKAT, 32600 BOTA, PERAK.","BOTA, 32600","PERAK TENGAH, PERAK"
A00827,TIDAK DAFTAR,,,0,,,
A00828,ROZAIFUL UC ENTERPRISE,IP0428626-D,2012,2,"NO.80C-1, KG. ULU CHEMOR, 31200 CHEMOR, PERAK","CHEMOR , 31200","KINTA, PERAK"
A00829,TROCHUS EMPIRE,IP 0491826-P,2017,2,"NO.77, JLN ANGGERIK 17, RPT BATU 10,31200 CHEMOR PERAK","CHEMOR , 31200","KINTA, PERAK"
A00830,MAI MOTORPART,002589518-T,2016,5,"LOT 120 KAMPUNG BANDAR LAMA, 36800 KG GAJAH PERAK","KG GAJAH, 36800","PERAK TENGAH, PERAK"
A00831,DHIYA RADZWAN TAILOR,IP0476449-A,2015,1,"331D, LORONG LANGSAT, KG.BUKIT PEKAN, 31910 KAMPAR, PERAK","KAMPAR, 31910","KINTA, PERAK"
A00832,IDRIS BIN HAJI DERMAWAN,IP0183689-W,2013,2,"NO. 27, JLN PANGLIMA, TAMAN INDERA BARAT, BOTA, PERAK","BOTA, 32600","PERAK TENGAH, PERAK"
A00833,HASIL SENI ENTERPRISE,IP0235199-M,2010,0,"NO. 13 KAMRI BAZAR, 32800 PARIT PERAK.","PARIT, 32800","PERAK TENGAH, PERAK"
A00834,EXCELLENT CRAFT,001878067-D,2010,2,"NO. F31, JALAN MAHARAJALELA, KG. SELAT PULAU, 36800 KG. GAJAH, PERAK","KAMPUNG GAJAH, 36800","PERAK TENGAH, PERAK"
A00835,NOORAZURA BT IDRID,2.02E+11,2018,1,"158,KAMPUNG TENGAH TRONOHG MINES, 31910 KAMPAR PERAK","KAMPAR, 31910","KINTA, PERAK"
A00836,NQII,IPO377373,,0,"No.68, JALAN TASEK JAYA, TAMAN TASEK MUTIARA,IPOH","IPOH, 31400","KINTA, PERAK"
A00837,QAYYOM ENTERPRISE,IP0407529-U,2013,2,"NO.8 BATU 2 3/4, KG.SADANG 32800 PARIT, PERAK","PARIT, 32800","PERAK TENGAH, PERAK"
A00838,MIRA MIRAE,IP0458430-X,2017,3,"77957, LALUAN DESA JAYA 2, TMN DESA JAYA 31250 PERAK","IPOH, 31250","KINTA, PERAK"
A00839,GIGS RESOURCES,IP0470364-H,2017,1,"NO. GP22 BAZAAR MEDAN KIDD, JALAN TN RAZAK, 30200 IPOH PERAK.","IPOH, 30200","KINTA, PERAK"
A00840,NOR ROSELAN,IP620715085755,2019,1,"NO. 106, JALAN TRONOH MINES, TRONOH MINES, 31910 KAMPAR, PERAK.","KAMPAR, 31910","KINTA, PERAK"
A00841,PERCETAKAN SAKAN,IP0395476-K,2013,4,"NO 16, JLN MERU BESTARI A4, MEDAN MERU BESTARI, BANDAR RAYA ,30020 IPOH, PERAK,","IPOH, 30020","KINTA, PERAK"
A00842,NORAZMIR ENTERPRISE,IP0285838-D,2008,2,212 KAMPUNG KURNIA BUKIT PEKAN,"KAMPAR, 31910","KINTA, PERAK"
A00843,EMEREMIRA CATERING,IP0513433-V,2018,3,"NO. 15, TASEK MUTIARA 5","IPOH, 31400","KINTA, PERAK"
A00845,HASZAN TASTE ENT.,IP0348720-H,2009,2,"NO.55, BATU 3 1/2","PARIT, 32800","PERAK TENGAH, PERAK"
A00846,KEDAI JAHIT YATI & AZRI,201903339362 (AC0024356-H),2010,1,LOT 48 JLN PANDAK ENDUT KAMPONG PASIR,"KAMPONG GAJAH, 36800","PREAK TENGAH, PERAK"
A00847,CENDOL LEMAN SI,IP0438174-H,,9,NO 12 JALAN MAJU AMAN 8,"SERI ISKANDAR, 32600","PERAK TENGAH, PERAK"
A00848,KNZ KRAF ENTERPRISE,200603121331 (IP0281626-V),1995,3,"BATU 22 1/2,KAMPUNG TANJUNG BIDARA","KAMPUNG GAJAH, 36800","PERAK TENGAH, PERAK"
A00849,TIDAK DAFTAR,,2018,1,,,
A00850,NORZIYANI BINTI JUNUS,IP0419431-M,2014,10,"LOT 94-A KAMPUNG KURNIA,BUKIT PEKAN","KAMPAR, 31910","KAMPAR, PERAK"
A00851,NAURA EMBROIDERY ENTERPRISE,IP0528555-T,,1,NO 57 KAMPUNG SENTANG,"BATU GAJAH , 31000","BATU GAJAH , PERAK"
A00852,MASMARA ENTERPRISE,IP0274867-U,2008,2,"NO. 12,PERSIARAN ISKANDAR PERDANA 43,","SERI ISKANDAR, 32610","PERAK TENGAH, PERAK"
A00853,MAZA MOTOR,IP0411724-W,2014,4,KG. SELAT BOTA KANAN,"BOTA, 32600","PERAK TENGAH, PERAK"
A00854,NURLIYANA BT ABDUL AZIZ,IP0516056-V,1994,3,NO4 JLN 4/1 TAMAN SERI SETIA KG GAJAH,"KGGAJAH, 36800","PERAK TENGAH, PERAK"
A00855,FIRWANA,IP0300362-T,2019,1,"NO.144, FELCRA NASARUDDIN BELIA,KM37 JLN TRONOH","SERI ISKANDAR, 32600","PERAK TENGAH, PERAK"
A00856,TIDAK DAFTAR,,,1,,,
A00857,WAN BG,IP01749142,2019,1,"NO 7,SOLOK BEMBAN RAYA 3,TAMAN BEMBAN RAYA,31000 BATU GAJAH,PERAK","BATU GAJAH, 31000","BATU GAJAH, PERAK"
A00858,RAHMAN BARAKAH RESOURCES,002206340-T,2015,1,"NO.17, LALUAN TRONOH 16","TRONOH, 31750","KINTA, PERAK"
A00859,ASH KIN ENTERPRISE,IP0240821-D,2006,3,"BATU 6, KG. TG. MEDAN, LAYANG-LAYANG KIRI, 32800 PARIT,PERAK","PARIT, 32800","PERAK TENGAH, PERAK"
A00860,WANUA ENTERPRISE,IPO480767-W,2016,3,"NO 52 JALAN 2/108, TAMAN SALAK JAYA, SALAK SELATAN, 57100, SALAK SELATAN, SELANGOR","SALAK SELATAN, 57100","SALAK SELATAN, SELANGOR"
A00861,ZAIROD GEMILANG ENTERPRISE,IP0515509-P,2010,4,"KG TALANG TG BELANJA, 32800 PARIT, PERAK","PARIT, 32800","PERAK TENGAH, PERAK"
A00862,D ROHAYA ENTERPRISE,IP0438332-D,2017,2,"BATU 15, KG SALAK, TELUK BAKONG, 32900 LAMBOR KANAN, PERAK","BOTA, 32900","PERAK TENGAH, PERAK"
A00863,SHIZA ENTERPRISE,IP0438332-D,2003,4,"NO. 19 LALUAN 23, BANDAR BARU SIPUTEH, 31560 PUSING PERAK.","BATU GAJAH, 31560","BATU GAJAH, PERAK"
A00864,HMY & FZ ENTERPRISE,IP0145184-W,2015,3,"NO.287, KG. RAJA, 36800 KG. GAJAH, PERAK","KG.GAJAH, 36800","PERAK TENGAH, PERAK"
A00865,ROSMAWATI CREATION,IP0492527-T,2017,1,"NO.23, JALAN LEMBAH PERPADUAN 6, LEMBAH PERPADUAN PERMAI, 31150 ULU KINTA, PERAK","IPOH, 31150","ULU KINTA, PERAK"
A00866,BUTIK ANDAMAN PENGANTIN PARIT,IP0363074-X,2015,3,"NO.48 JALAN KELAB, 32800 PARIT, PERAK","PARIT, 32800","PERAK TENGAH, PERAK"
A00867,ROZAIMAH ENTERPRISE,IP0463022-D,2016,1,LOT 2108 KAMPUNG TANJUNG GELUGOR 32600 BOTA KANAN,"BOTA, 32600","PERAK TENGAH, PERAK"
A00868,TIDAK DAFTAR,,2015,2,,,
A00869,SAMPERIT WARISAN ENTERPRISE,IP0521216-H,2010,4,KG. TANJUNG DEDALU,"PARIT, 32800","PERAK TENGAH, PERAK"
A00870,TIDAK DAFTAR,,,0,,,
A00871,SHAH BINTI SUPIANBI,IP0518002-U,2019,4,"165, JALAN BUNGA ORKID,FELCRA NASARUDDIN , BOTA","SERI ISKANDAR, 32610","PERAK TENGAH, PERAK"
A00872,AIDIN AUTO RESOURCES,IP0423985-W,2016,1,"LOT 34625, JALAN BESAR, 31200 CHEMOR, PERAK.","IPOH, 31200","KINTA, PERAK"
A00873,ROZILA COLLECTION,001810455-T,2009,1,NO 48 JALAN BESAR TRONOH 31750 TRONOH PERAK,"SERI ISKANDAR, 31750","PERAK TENGAH, PERAK"
A00874,SHAZAS ENT.,001602415-T,1993,2,NO 53 JLN KENANGAN KG CHANGKAT BANJAR,"PARIT, 32800","PERAK TENGAH, PERAK"
A00875,AIR TANGAN AINJASNI ENTERPRISE,AC0014801-T,2016,1,"101 PARIT 6/7 KG SG JEJAWI SG TIMAH, SEBERANG PERAK.","KG.GAJAH, 36000","PERAK TENGAH, PERAK"
A00876,NASARUDIN JERAM,IP0344552-P,2012,2,"NO.15, KG. JAWA JERAM","KAMPAR, 31850","KAMPAR, PERAK"
A00877,DUSOON SARA ENTERPRISE,002563844-W,2010,10,"KAMPUNG TELUK BEDAYONG, LAMBOR KANAN, 32900 BOTA, PERAK.","BOTA, 32900","PERAK TENGAH, PERAK"
A00878,TAQISMA ENTERPRISE,IP0383447-P,1998,2,"LOT 17483B, JALAN ZAM-ZAM KG.CHEPOR DALAM, 31200 CHEMOR, PERAK","IPOH, 31200","KINTA, PERAK"
A00879,UCU WORKSHOP ENTERPRISE,IP0183689-W,2000,1,"BATU 10 3/4, BOTA KANAN, 32800 BOTA, PERAK.","BOTA, 32600","PERAK TENGAH, PERAK"
A00880,EB REZEKI ENTERPRISE,IP0511945-P,2018,3,"D29A KAMPUNG KUANG TENGAH, 31200 CHEMOR,PERAK","IPOH, 31200","KINTA, PERAK"
A00881,NURHANISAH HUMAIRA ENTERPRISE,IP0531085-W,2000,2,"NO. 20, PERSIARAN HARILELA, TAMAN HARILELA, 31350 IPOH, PERAK.","IPOH, 31350","KINTA, PERAK"
A00882,TRIPLE TAS ENTERPRISE,002430252-P,2015,2,"SK 85/84 JALAN 2, KG. SRI KINTA, 31650 IPOH, PERAK.","IPOH, 31650","KINTA, PERAK"
A00883,SAFAR DELIGHT ENTERPRISE,IP0513137-K,2018,1,"61 LALUAN WIRA JAYA TIMUR 16, TAMAN RAPAT PERDANA, 31350 IPOH PERAK.","IPOH, 31350","KINTA, PERAK"
A00884,ZIE CAKE & COOKIES,IP0186670-H,2002,2,"NO. 93, JALAN TASEK BARAT 2, TAMAN ANDA, 31400 IPOH, PERAK.","IPOH, 31400","KINTA, PERAK"
A00885,TIRIL ENTERPRISE,IP0404251-M,2013,3,"PADANG CHANGKAT, BOTA KANAN, BOTA","BOTA, 32600","PERAK TENGAH, PERAK"
A00886,YAAKOB IBRAHIM,IP12345678,2000,1,"F393, SIMPANG EMPAT","KAMPUNG GAJAH, 36800","PERAK TENGAH, PERAK"
A00887,HAMZAH FANSURI ENTERPRISE,IP0440011-X,2015,4,"033/6 JALAN MANGGIS 12, FASA 6 FELCRA CHANGKAT LADA","KAMPUNG GAJAH, 36800","PERAK TENGAH, PERAK"
A00888,SHAFREENA ENT,IP 0216859-P,2015,10,"NO.20, JALAN GREENTOWN 1, GREENTOWN NOVA,30450 IPOH, PERAK","IPOH, 30450","KINTA, PERAK"
A00889,BBNAZOFA ENTERPRISE,2010031550487 ( IP0330326-A BB),1998,1,"NO 14, PERSIARAN SEMANGAT 2, TAMAN INDAH JAYA","IPOH, 31350","KINTA, PERAK"
A00890,ASHARAF GOPENG FARM ENTERPRISE,IPO511483-W,2012,2,NO 10 KAMPUNG PINTU PADANG 31600 GOPENG PERAK,"GOPENG, 31600","KINTA, PERAK"
A00891,JZ UZMA ENT,IP0521299-K,2000,2,"NO 71 BATU 23 1/2 KAMPUNG TALANG ,JALAN BRUAS","PARIT, 32800","PERAK TENGAH, PERAK"
A00892,PEBERET ENTERPRISE,SA0505919-K,2019,3,NO 39 KAMPUNG TANJUNG GELUGUR,"BOTA, 32610","PERAK TENGAH, PERAK"
A00893,ZURAINE ZAKARIA,AC0023626-H,2010,2,"NO.87,PRSN ISKANDAR PERDANA 58, ISKANDAR PERDANA SEKSYEN 7","SERI ISKANDAR, 32610","PERAK TENGAH, PERAK"
A00894,QISDINA PASTRY,IPO320170-A,2010,4,"NO 119,PERSIARAN PUTERA 2,TMN INDERA PUTERA","BOTA, 32600","PERAK TENGAH, PERAK"
A00895,JALINAN BENANG ENTERPRISE,IP0123456-P,2015,1,38A TAMAN JERAM,"KAMPAR, 31850","KAMPAR, PERAK"
A00896,RAZAK SADANG ENTERPRISE,IP0109297-X,1996,3,"NO.32 KPG SADANG,  PARIT, PERAK.","PARIT, 32800","PERAK TENGAH, PERAK"
A00897,SAHAR TAJONG KRAF,IP0239139-H,2006,2,"LOT 6654,KAMPUNG CHANGKAT BANJAR, PARIT, PERAK.","PARIT, 32800","PERAK TENGAH, PERAK"
A00898,DBAB CREATIVE TWO,201603032922 (IP0446696-X),2016,5,"NO19 JALAN BUNGA MAWAR, TAMAN PARIT RAJA","PARIT, 32800","PERAK TENGAH, PERAK"
A00899,HAZAFA ENTERPRISE,202103071970 (003246773-X),2019,2,"NO.90 JALAN MANONG, KAMPUNG SIMPANG TIGA, PARIT,PERAK.","PARIT, 32810","PERAK TENGAH, PERAK"
A00900,TIDAK DAFTAR,,2019,1,,,
A00901,AZMAN BIN ZUN,IP0477061-W,2019,1,"BATU 17 LAMBOR KANAN, 32900 PARIT, PERAK.","BOTA, 32900","PERAK TENGAH, PERAK"
A00902,SAYANG ANGGUN ENTERPRISE,200603181594 (IP0247436-T),2011,1,"NO. 20, JALAN PP3, BANDAR UNIVERSITI, 32610 SERI ISKANDAR, PERAK.","SERI ISKANDAR, 32610","PERAK TENGAH, PERAK"
A00903,THARIQ FURNITURE DESIGN,IP0477470-V,2018,3,"NO.6 JALAN AMAN KPG CHANGKAT CERMIN , 32600 BOTA PERAK","BOTA, 32600","PERAK TENGAH, PERAK"
A00904,NORFARAHLISA  BT RODUAN,202003298739 (003182755-U),2014,3,"NO.10 ,JALAN BANDAR U4, TAMAN UNIVERSITUI ,32610 SERI ISKANDAR ,PERAK.","SERI ISKANDAR, 32610","PERAK TENGAH, PERAK"
A00905,ZAHARI & KELURGA,201803010767( IP0493458-D),2018,1,"LOT 198203, JALAN TANJUNG DAMAI 24, RPT TANJUNG DAMAI ,31150,  U.KINTA , PERAK","TG RAMBUTAN, 31150","KINTA, PERAK"
A00906,OTIE EMPIRE ,KT0468494-P,2017,1,"NO 91, LALUAN KERANJI 5, KG. DATO AHMAD SAID TAMBAHAN 3,","IPOH, 30020","KINTA, PERAK"
A00908,IKINFIRAS ENTERPRISE,MA 0263913-A,2018,1,"NO GP22, BAZAAR MEDAN KIDD, JLN TUN ABDUL RAZAK,30200","IPOH, 31350","KINTA, PERAK"
A00909,TIDAK DAFTAR,,2019,1,,,
A00910,AUTO GARAGE MOTOR SPORT,IP0443524-X,2015,2,"NO 87 LALUAN KLEBANG RESTU 3, MEDAN KLEBANG RESTU 31200, CHEMOR PERAK.","CHEMOR, 31200","KINTA, PERAK"
A00911,TIDAK DAFTAR,,,1,,,
A00912,TIDAK DAFTAR,,,1,,,
A00913,NUR AIN ATIKAH ENTERPRISE,IP0334666-A,,1,LOT 367 BATU 31 JALAN AIR TAWAR TITI GANTUNG BOTA,"SERI ISKANDAR, 32600","PERAK TENGAH, PERAK"
A00914,RAHFIN FOODS ENT.,IP0291391-W,,1,"NO.8, JALAN SEKOLAH,KG.CHANGKAT TUALANG KOTA BAHRU,31610 GOPENG,PERAK","GOPENG, 31610","KAMPAR, PERAK"
A00915,ISHAK SATEY,200903269699 (IP0315476-X),,1,"PASAR MALAM DAERAH KINTA SELATAN, 31600 GOPENG PERAK","GOPENG, 31600","KAMPAR, PERAK"
A00916,SHIZA ENTERPRISE,IP0192733-W,,1,"NO.4 JALAN MAJU AMAN 7, TAMAN MAJU 32610 SERI ISKANDAR, PERAK.","SERI ISKANDAR, 32610","PERAK TENGAH, PERAK"
A00917,RIFHAN RIZQIN ENTERPRISE,IP0455499-D,,1,"NO 38, PERSIARAN ISKANDAR PERDANA 3, SEKSYEN 1, SERI ISKANDAR, PERAK","SERI ISKANDAR, 32610","PERAK TENGAH, PERAK"
R00001,,,,,,,
R00002,,,,,,,
R00003,,,,,,,
R00004,,,,,,,
R00005,,,,,,,
R00006,,,,,,,
R00007,,,,,,,
R00008,,,,,,,
R00009,,,,,,,
R00010,,,,,,,
R00011,,,,,,,
R00012,,,,,,,
R00013,,,,,,,
R00014,,,,,,,
R00015,,,,,,,
R00016,,,,,,,
R00017,,,,,,,
R00018,,,,,,,
R00019,,,,,,,
R00020,,,,,,,
R00021,,,,,,,
R00022,,,,,,,
R00023,,,,,,,
R00024,,,,,,,
R00025,,,,,,,
R00026,,,,,,,
R00027,,,,,,,
R00028,,,,,,,
R00029,,,,,,,
R00030,,,,,,,
R00031,,,,,,,
R00032,,,,,,,
R00033,,,,,,,
R00034,,,,,,,
R00035,,,,,,,
R00036,,,,,,,
R00037,,,,,,,
R00038,,,,,,,
R00039,,,,,,,
R00040,,,,,,,
R00041,,,,,,,
R00042,,,,,,,
R00043,,,,,,,
R00044,,,,,,,
R00045,,,,,,,
R00046,,,,,,,
R00047,,,,,,,
R00048,,,,,,,
R00049,,,,,,,
R00050,,,,,,,
R00051,,,,,,,
R00052,,,,,,,
R00053,,,,,,,
R00054,,,,,,,
R00055,,,,,,,
R00056,,,,,,,
R00057,,,,,,,
R00058,,,,,,,
R00059,,,,,,,
R00060,,,,,,,
R00061,,,,,,,
R00062,,,,,,,
R00063,,,,,,,
R00064,,,,,,,
R00065,,,,,,,
R00066,,,,,,,
R00067,,,,,,,
R00068,,,,,,,
R00069,,,,,,,
R00070,,,,,,,
R00071,,,,,,,
R00072,,,,,,,
R00073,,,,,,,
R00074,,,,,,,
R00075,,,,,,,
R00076,,,,,,,
R00077,,,,,,,
R00078,,,,,,,
R00079,,,,,,,
R00080,,,,,,,
R00081,,,,,,,
R00082,,,,,,,
R00083,,,,,,,
R00084,,,,,,,
R00085,,,,,,,
R00086,,,,,,,
R00087,,,,,,,
R00088,,,,,,,
R00089,,,,,,,
R00090,,,,,,,
R00091,,,,,,,
R00092,,,,,,,
R00093,,,,,,,
R00094,,,,,,,
R00095,,,,,,,
R00096,,,,,,,
R00097,,,,,,,
R00098,,,,,,,
R00099,,,,,,,
R00100,,,,,,,
R00101,,,,,,,
R00102,,,,,,,
R00103,,,,,,,
R00104,,,,,,,
R00105,,,,,,,
R00106,,,,,,,
R00107,,,,,,,
R00108,,,,,,,
R00109,,,,,,,
R00110,,,,,,,
R00111,,,,,,,
R00113,,,,,,,
R00114,,,,,,,
R00115,,,,,,,
R00116,,,,,,,
R00117,,,,,,,
R00118,,,,,,,
R00119,,,,,,,
R00120,,,,,,,
R00121,,,,,,,
R00122,,,,,,,
R00123,,,,,,,
R00124,,,,,,,
R00125,,,,,,,
R00126,,,,,,,
R00127,,,,,,,
R00128,,,,,,,
R00129,,,,,,,
R00130,,,,,,,
R00131,,,,,,,
R00132,,,,,,,
R00133,,,,,,,
R00134,,,,,,,
R00135,,,,,,,
R00136,,,,,,,
R00137,,,,,,,
R00138,,,,,,,
R00139,,,,,,,
R00140,,,,,,,
R00141,,,,,,,
R00142,,,,,,,
R00143,,,,,,,
R00144,,,,,,,
R00145,,,,,,,
R00146,,,,,,,
R00147,,,,,,,
R00148,,,,,,,
R00149,,,,,,,
R00150,,,,,,,
R00151,,,,,,,
R00152,,,,,,,
R00153,,,,,,,
R00154,,,,,,,
R00155,,,,,,,
R00156,,,,,,,
R00157,,,,,,,
R00158,,,,,,,
R00159,,,,,,,
R00160,,,,,,,
R00161,,,,,,,
R00162,,,,,,,
R00163,,,,,,,
R00164,,,,,,,
R00165,,,,,,,
R00166,,,,,,,
R00167,,,,,,,
